Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Microsite olay,Chrome 95.0.4638.69,,,2021-12-17 14:28:09,2021-12-17 14:29:47,1m - 38.157s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-4,Chrome 95.0.4638.69,Verify with invalid password,,2021-12-17 14:28:09,2021-12-17 14:28:57,47.395s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 14:28:10,2021-12-17 14:28:23,13.605s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/div_Email""))",Chrome 95.0.4638.69,,,2021-12-17 14:28:23,2021-12-17 14:28:55,31.446s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), ""akki2323@yopmail.com"")",Chrome 95.0.4638.69,,,2021-12-17 14:28:55,2021-12-17 14:28:55,0.554s,PASSED
"setEncryptedText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), ""cvW8qx4B2o3F4VwP/kNsqA=="")",Chrome 95.0.4638.69,,,2021-12-17 14:28:55,2021-12-17 14:28:56,0.325s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (12)""))",Chrome 95.0.4638.69,,,2021-12-17 14:28:56,2021-12-17 14:28:56,0.294s,PASSED
"verifyElementText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/div_Invalid Credentials""), ""Invalid Credentials"")",Chrome 95.0.4638.69,,,2021-12-17 14:28:56,2021-12-17 14:28:57,0.983s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-2,Chrome 95.0.4638.69,Verify with blank fields,,2021-12-17 14:28:57,2021-12-17 14:29:10,12.875s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 14:28:57,2021-12-17 14:29:08,11.441s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (10)""))",Chrome 95.0.4638.69,,,2021-12-17 14:29:08,2021-12-17 14:29:09,0.598s,PASSED
"verifyTextPresent(""Email is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 14:29:09,2021-12-17 14:29:09,0.467s,PASSED
"verifyTextPresent(""Password is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 14:29:09,2021-12-17 14:29:10,0.243s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-3,Chrome 95.0.4638.69,Verify with Invalid inputs,,2021-12-17 14:29:10,2021-12-17 14:29:27,17.073s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 14:29:10,2021-12-17 14:29:25,15.044s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), ""asdfghjgfdsdj2334@hjfdksdjfdks)(*()"")",Chrome 95.0.4638.69,,,2021-12-17 14:29:25,2021-12-17 14:29:26,0.867s,PASSED
"setEncryptedText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Please enter a valid email address_ma_e31672""), ""kwgy5fRXfBGnwwxnyAqiaw=="")",Chrome 95.0.4638.69,,,2021-12-17 14:29:26,2021-12-17 14:29:26,0.318s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (11)""))",Chrome 95.0.4638.69,,,2021-12-17 14:29:26,2021-12-17 14:29:27,0.480s,PASSED
"verifyTextPresent(""Please enter a valid email address"", true)",Chrome 95.0.4638.69,,,2021-12-17 14:29:27,2021-12-17 14:29:27,0.258s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-1,Chrome 95.0.4638.69,Login with emailid and password,,2021-12-17 14:29:27,2021-12-17 14:29:47,20.586s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 14:29:27,2021-12-17 14:29:46,19.248s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), Emailid)",Chrome 95.0.4638.69,,,2021-12-17 14:29:46,2021-12-17 14:29:47,0.624s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), Pswd)",Chrome 95.0.4638.69,,,2021-12-17 14:29:47,2021-12-17 14:29:47,0.290s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (7)""))",Chrome 95.0.4638.69,,,2021-12-17 14:29:47,2021-12-17 14:29:47,0.276s,PASSED
