Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Microsite olay,Chrome 95.0.4638.69,,,2021-12-16 10:59:49,2021-12-16 11:01:30,1m - 40.792s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-1,Chrome 95.0.4638.69,Login with emailid and password,,2021-12-16 10:59:50,2021-12-16 11:00:04,14.727s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-16 10:59:50,2021-12-16 11:00:03,13.370s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), Emailid)",Chrome 95.0.4638.69,,,2021-12-16 11:00:03,2021-12-16 11:00:04,0.599s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), Pswd)",Chrome 95.0.4638.69,,,2021-12-16 11:00:04,2021-12-16 11:00:04,0.291s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (7)""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:04,2021-12-16 11:00:04,0.270s,PASSED
,,,,,,,
Test Cases/microsite staging/Reset password/Tc-1,Chrome 95.0.4638.69,Reset password,,2021-12-16 11:00:04,2021-12-16 11:00:29,24.989s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-16 11:00:04,2021-12-16 11:00:27,22.500s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/a_Already registered but forgot your passwo_7296b8""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:27,2021-12-16 11:00:27,0.598s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Forgot Password_mat-input-4""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:27,2021-12-16 11:00:28,0.792s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Forgot Password_mat-input-4""), ""akki2323@yopmail.com"")",Chrome 95.0.4638.69,,,2021-12-16 11:00:28,2021-12-16 11:00:29,0.713s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (8)""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:29,2021-12-16 11:00:29,0.289s,PASSED
,,,,,,,
Test Cases/microsite staging/Upload Receipt/Tc-1,Chrome 95.0.4638.69,,,2021-12-16 11:00:29,2021-12-16 11:00:47,17.828s,PASSED
"openBrowser("""")",Chrome 95.0.4638.69,,,2021-12-16 11:00:29,2021-12-16 11:00:30,0.380s,PASSED
"navigateToUrl(""https://holidayolay.3tlstaging.com/login"")",Chrome 95.0.4638.69,,,2021-12-16 11:00:30,2021-12-16 11:00:42,12.369s,PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-12-16 11:00:42,2021-12-16 11:00:42,0.108s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Please Enter you Credentials_mat-input-0""), ""pg_olayholiday"")",Chrome 95.0.4638.69,,,2021-12-16 11:00:42,2021-12-16 11:00:43,0.525s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Username_mat-input-1""), ""1q2w3e4r!@#"")",Chrome 95.0.4638.69,,,2021-12-16 11:00:43,2021-12-16 11:00:43,0.520s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/span_Submit""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:43,2021-12-16 11:00:44,0.274s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/div_Email""))",Chrome 95.0.4638.69,,,2021-12-16 11:00:44,2021-12-16 11:00:44,0.581s,PASSED
