Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Microsite olay,Chrome 95.0.4638.69,,,2021-12-17 15:44:51,2021-12-17 15:49:45,4m - 54.704s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-1,Chrome 95.0.4638.69,Login with emailid and password,,2021-12-17 15:44:51,2021-12-17 15:45:08,17.386s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 15:44:51,2021-12-17 15:45:06,14.617s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), Emailid)",Chrome 95.0.4638.69,,,2021-12-17 15:45:06,2021-12-17 15:45:06,0.614s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), Pswd)",Chrome 95.0.4638.69,,,2021-12-17 15:45:06,2021-12-17 15:45:07,0.300s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (7)""))",Chrome 95.0.4638.69,,,2021-12-17 15:45:07,2021-12-17 15:45:07,0.291s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-17 15:45:07,2021-12-17 15:45:08,1.289s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-2,Chrome 95.0.4638.69,Verify with blank fields,,2021-12-17 15:45:08,2021-12-17 15:45:21,12.345s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 15:45:08,2021-12-17 15:45:19,10.648s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (10)""))",Chrome 95.0.4638.69,,,2021-12-17 15:45:19,2021-12-17 15:45:20,0.595s,PASSED
"verifyTextPresent(""Email is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 15:45:20,2021-12-17 15:45:20,0.481s,PASSED
"verifyTextPresent(""Password is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 15:45:20,2021-12-17 15:45:20,0.240s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-17 15:45:20,2021-12-17 15:45:21,0.277s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-3,Chrome 95.0.4638.69,Verify with Invalid inputs,,2021-12-17 15:45:21,2021-12-17 15:45:35,14.269s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 15:45:21,2021-12-17 15:45:33,11.937s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), ""asdfghjgfdsdj2334@hjfdksdjfdks)(*()"")",Chrome 95.0.4638.69,,,2021-12-17 15:45:33,2021-12-17 15:45:34,0.854s,PASSED
"setEncryptedText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Please enter a valid email address_ma_e31672""), ""kwgy5fRXfBGnwwxnyAqiaw=="")",Chrome 95.0.4638.69,,,2021-12-17 15:45:34,2021-12-17 15:45:34,0.348s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (11)""))",Chrome 95.0.4638.69,,,2021-12-17 15:45:34,2021-12-17 15:45:34,0.487s,PASSED
"verifyTextPresent(""Please enter a valid email address"", true)",Chrome 95.0.4638.69,,,2021-12-17 15:45:34,2021-12-17 15:45:35,0.257s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-17 15:45:35,2021-12-17 15:45:35,0.295s,PASSED
,,,,,,,
