Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Microsite olay,Chrome 95.0.4638.69,,,2021-12-17 15:26:30,2021-12-17 15:31:24,4m - 53.058s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-1,Chrome 95.0.4638.69,Login with valid emailid and password,,2021-12-17 15:26:31,2021-12-17 15:26:46,15.264s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 15:26:31,2021-12-17 15:26:45,13.666s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), Emailid)",Chrome 95.0.4638.69,,,2021-12-17 15:26:45,2021-12-17 15:26:45,0.678s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), Pswd)",Chrome 95.0.4638.69,,,2021-12-17 15:26:45,2021-12-17 15:26:46,0.342s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (7)""))",Chrome 95.0.4638.69,,,2021-12-17 15:26:46,2021-12-17 15:26:46,0.317s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-2,Chrome 95.0.4638.69,Verify with blank fields,,2021-12-17 15:26:46,2021-12-17 15:26:59,12.933s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-17 15:26:46,2021-12-17 15:26:58,11.321s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (10)""))",Chrome 95.0.4638.69,,,2021-12-17 15:26:58,2021-12-17 15:26:58,0.633s,PASSED
"verifyTextPresent(""Email is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 15:26:58,2021-12-17 15:26:59,0.507s,PASSED
"verifyTextPresent(""Password is required"", true)",Chrome 95.0.4638.69,,,2021-12-17 15:26:59,2021-12-17 15:26:59,0.261s,PASSED
,,,,,,,
