Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Microsite olay,Chrome 95.0.4638.69,,,2021-12-20 10:57:26,2021-12-20 11:07:53,10m - 26.626s,FAILED
,,,,,,,
Test Cases/microsite staging/Login/Tc-1(Login),Chrome 95.0.4638.69,Login with emailid and password,,2021-12-20 10:57:26,2021-12-20 10:57:44,17.711s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-20 10:57:26,2021-12-20 10:57:41,14.937s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), Emailid)",Chrome 95.0.4638.69,,,2021-12-20 10:57:41,2021-12-20 10:57:42,0.604s,PASSED
"sendKeys(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input__mat-input-3""), Pswd)",Chrome 95.0.4638.69,,,2021-12-20 10:57:42,2021-12-20 10:57:42,0.292s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (7)""))",Chrome 95.0.4638.69,,,2021-12-20 10:57:42,2021-12-20 10:57:43,0.275s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-20 10:57:43,2021-12-20 10:57:44,1.441s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-2(Login),Chrome 95.0.4638.69,Verify with blank fields,,2021-12-20 10:58:29,2021-12-20 10:58:43,14.146s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-20 10:58:29,2021-12-20 10:58:41,12.568s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (10)""))",Chrome 95.0.4638.69,,,2021-12-20 10:58:41,2021-12-20 10:58:42,0.576s,PASSED
"verifyTextPresent(""Email is required"", true)",Chrome 95.0.4638.69,,,2021-12-20 10:58:42,2021-12-20 10:58:43,0.462s,PASSED
"verifyTextPresent(""Password is required"", true)",Chrome 95.0.4638.69,,,2021-12-20 10:58:43,2021-12-20 10:58:43,0.245s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-20 10:58:43,2021-12-20 10:58:43,0.289s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-3(Login),Chrome 95.0.4638.69,Verify with Invalid inputs,,2021-12-20 10:58:43,2021-12-20 10:59:03,19.546s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-20 10:58:43,2021-12-20 10:59:00,17.280s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), ""asdfghjgfdsdj2334@hjfdksdjfdks)(*()"")",Chrome 95.0.4638.69,,,2021-12-20 10:59:00,2021-12-20 10:59:01,0.845s,PASSED
"setEncryptedText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_Please enter a valid email address_ma_e31672""), ""kwgy5fRXfBGnwwxnyAqiaw=="")",Chrome 95.0.4638.69,,,2021-12-20 10:59:01,2021-12-20 10:59:02,0.315s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/button_SUBMIT (11)""))",Chrome 95.0.4638.69,,,2021-12-20 10:59:02,2021-12-20 10:59:02,0.467s,PASSED
"verifyTextPresent(""Please enter a valid email address"", true)",Chrome 95.0.4638.69,,,2021-12-20 10:59:02,2021-12-20 10:59:02,0.245s,PASSED
takeScreenshot(),Chrome 95.0.4638.69,,,2021-12-20 10:59:02,2021-12-20 10:59:03,0.301s,PASSED
,,,,,,,
Test Cases/microsite staging/Login/Tc-4(Login),Chrome 95.0.4638.69,Verify with invalid password,,2021-12-20 10:59:03,2021-12-20 10:59:48,45.880s,PASSED
"callTestCase(findTestCase(""microsite staging/Open browser/Tc2-Login""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-12-20 10:59:03,2021-12-20 10:59:15,12.263s,PASSED
"click(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/div_Email""))",Chrome 95.0.4638.69,,,2021-12-20 10:59:15,2021-12-20 10:59:46,31.311s,PASSED
"setText(findTestObject(""Object Repository/micro staging/Page_Olay Holiday Program/input_WELCOME_mat-input-2""), ""akki2323@yopmail.com"")",Chrome 95.0.4638.69,,,2021-12-20 10:59:46,2021-12-20 10:59:47,0.514s,PASSED
